file_name,signal_mean,signal_std,signal_skew,signal_kurtosis,zcr_mean,zcr_std,rmse_mean,rmse_std,tempo,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_2_mean,spectral_bandwidth_2_std,spectral_bandwidth_3_mean,spectral_bandwidth_3_std,spectral_bandwidth_4_mean,spectral_bandwidth_4_std,spectral_contrast_1_mean,spectral_contrast_2_mean,spectral_contrast_3_mean,spectral_contrast_4_mean,spectral_contrast_5_mean,spectral_contrast_6_mean,spectral_contrast_7_mean,spectral_contrast_1_std,spectral_contrast_2_std,spectral_contrast_3_std,spectral_contrast_4_std,spectral_contrast_5_std,spectral_contrast_6_std,spectral_contrast_7_std,spectral_rolloff_mean,spectral_rolloff_std,mfccs_1_mean,mfccs_2_mean,mfccs_3_mean,mfccs_4_mean,mfccs_5_mean,mfccs_6_mean,mfccs_7_mean,mfccs_8_mean,mfccs_9_mean,mfccs_10_mean,mfccs_11_mean,mfccs_12_mean,mfccs_13_mean,mfccs_14_mean,mfccs_15_mean,mfccs_16_mean,mfccs_17_mean,mfccs_18_mean,mfccs_19_mean,mfccs_20_mean,mfccs_1_std,mfccs_2_std,mfccs_3_std,mfccs_4_std,mfccs_5_std,mfccs_6_std,mfccs_7_std,mfccs_8_std,mfccs_9_std,mfccs_10_std,mfccs_11_std,mfccs_12_std,mfccs_13_std,mfccs_14_std,mfccs_15_std,mfccs_16_std,mfccs_17_std,mfccs_18_std,mfccs_19_std,mfccs_20_std,chroma_stft_1_mean,chroma_stft_2_mean,chroma_stft_3_mean,chroma_stft_4_mean,chroma_stft_5_mean,chroma_stft_6_mean,chroma_stft_7_mean,chroma_stft_8_mean,chroma_stft_9_mean,chroma_stft_10_mean,chroma_stft_11_mean,chroma_stft_12_mean,chroma_stft_1_std,chroma_stft_2_std,chroma_stft_3_std,chroma_stft_4_std,chroma_stft_5_std,chroma_stft_6_std,chroma_stft_7_std,chroma_stft_8_std,chroma_stft_9_std,chroma_stft_10_std,chroma_stft_11_std,chroma_stft_12_std
11121_Jingle.wav,0.093,0.128,1.69,1.836,0.109,0.037,0.119,0.047,143.555,2658.817,672.014,2715.913,387.551,3208.458,293.268,3208.458,293.268,17.92,16.458,22.106,21.28,20.496,20.524,33.278,4.802,4.13,4.484,4.294,4.255,6.257,4.512,5790.244,1502.062,-112.897,72.438,2.356,22.474,0.241,2.606,-0.495,2.315,-5.779,9.274,-3.348,7.525,-3.073,-0.289,-2.724,0.634,-1.541,0.909,-4.862,0.598,58.1,20.309,18.292,12.722,11.694,12.29,13.657,9.445,10.535,11.265,9.561,10.971,10.488,9.795,8.74,8.538,8.19,8.522,11.418,11.718,0.24,0.288,0.273,0.264,0.428,0.223,0.266,0.185,0.283,0.517,0.325,0.334,0.217,0.276,0.292,0.261,0.371,0.205,0.332,0.172,0.221,0.384,0.23,0.295
7341_Video_game_music.wav,0.247,0.326,1.328,0.727,0.068,0.03,0.304,0.116,151.999,1518.711,401.619,1898.871,371.474,2582.712,371.053,2582.712,371.053,16.689,12.247,16.098,17.649,18.023,18.657,30.939,4.581,3.459,3.595,3.484,3.03,2.269,1.929,2975.212,918.451,-24.716,138.657,-19.626,20.448,8.458,2.989,1.583,7.801,-1.72,7.327,-2.456,6.423,-1.513,2.984,-4.912,0.813,-4.839,0.977,-3.622,0.918,28.056,24.195,17.895,12.241,9.912,8.711,6.366,5.353,5.217,5.777,5.547,4.44,4.644,4.417,4.915,5.273,4.955,4.445,4.973,4.722,0.356,0.446,0.44,0.643,0.423,0.36,0.496,0.467,0.609,0.509,0.415,0.469,0.218,0.308,0.22,0.28,0.255,0.231,0.27,0.252,0.343,0.286,0.224,0.262
4724_Background_music.wav,0.029,0.053,3.914,15.708,0.066,0.049,0.038,0.037,143.555,1363.764,668.429,1845.523,471.691,2584.035,410.665,2584.035,410.665,21.76,15.946,19.081,18.812,19.015,19.926,30.336,5.096,4.726,4.874,3.537,3.25,3.476,3.158,2592.414,1499.691,-299.633,137.226,-2.687,15.673,7.908,-2.45,0.213,1.268,-8.622,-2.499,-6.708,-4.078,0.913,-3.838,-2.102,-3.945,-7.62,-2.891,-5.928,-3.074,69.001,30.612,22.721,19.734,15.508,12.418,16.16,11.981,7.792,8.693,10.22,7.256,8.288,11.276,6.657,6.981,7.301,7.322,6.168,7.485,0.297,0.34,0.482,0.274,0.298,0.326,0.267,0.27,0.371,0.462,0.328,0.306,0.279,0.284,0.387,0.243,0.261,0.323,0.263,0.276,0.309,0.339,0.271,0.29
19779_Soundtrack_music.wav,0.024,0.032,1.547,1.235,0.043,0.033,0.029,0.014,123.047,947.471,468.578,1402.457,607.37,2057.815,636.388,2057.815,636.388,18.848,22.457,21.334,21.615,21.787,22.137,36.675,5.214,4.267,4.262,2.935,3.359,3.474,4.369,1770.757,1359.242,-369.126,157.259,8.649,12.696,-14.86,-0.908,-6.317,-8.62,-20.754,-14.224,-7.664,-0.907,4,-5.63,-1.763,-2.561,-6.292,6.387,-0.443,5.386,33.729,35.261,18.751,12.017,12.728,8.857,5.133,11.855,10.588,11.763,5.293,6.672,9.88,10.357,8.48,11.218,14.103,10.202,7.075,4.746,0.162,0.09,0.142,0.13,0.064,0.145,0.474,0.415,0.691,0.432,0.179,0.265,0.219,0.105,0.255,0.197,0.081,0.131,0.385,0.222,0.338,0.296,0.15,0.312
12689_Christmas_music.wav,0.098,0.129,1.313,0.751,0.098,0.049,0.123,0.038,117.454,2317.458,782.079,2565.156,490.187,3149.902,396.928,3149.902,396.928,19.261,17.826,25.395,22.638,24.017,24.625,34.367,5.619,4.689,6.793,6.45,6.594,8.157,7.506,5047.746,1855.635,-142.548,78.514,15.192,46.188,19.322,0.538,2.466,8,-18.225,-11.66,4.545,-4.621,-3.317,-0.379,-1.328,4.773,-9.322,-3.558,-5.556,-2.311,52.037,34.654,20.681,25.481,21.526,11.93,14.581,11.271,14.043,14.506,13.293,11.041,10.46,9.609,7.877,9.198,8.28,8.773,8.521,10.389,0.311,0.288,0.422,0.421,0.349,0.286,0.273,0.263,0.184,0.219,0.23,0.335,0.306,0.287,0.345,0.323,0.338,0.294,0.279,0.299,0.228,0.245,0.238,0.343
16042_Wedding_music.wav,0.078,0.097,0.956,-0.085,0.062,0.024,0.095,0.015,95.703,1530.21,455.993,1991.085,434.659,2644.504,382.522,2644.504,382.522,26.474,16.656,20.724,20.635,20.949,20.114,35.471,3.71,3.705,3.36,3.404,3.022,2.121,3.41,3348.09,1344.365,-162.848,127.819,-5.692,23.634,-5.729,7.421,-10.083,-2.512,-1.494,-7.976,-10.37,-1.465,1.512,-2.592,-9.484,-6.486,-22.829,-6.553,-14.077,-3.469,30.273,26.402,15.219,9.39,8.779,5.582,7.204,5.403,6.82,5.927,6.183,6.713,7.702,6.91,6.486,5.605,7.515,5.26,5.109,5.159,0.788,0.504,0.606,0.258,0.107,0.05,0.12,0.448,0.221,0.099,0.168,0.339,0.305,0.172,0.317,0.176,0.081,0.062,0.092,0.297,0.161,0.143,0.176,0.171
20480_Lullaby.wav,0.079,0.123,2.063,4.052,0.1,0.105,0.097,0.076,123.047,1978.739,1095.232,2193.201,412.033,2810.404,295.943,2810.404,295.943,26.775,24.697,23.509,21.016,21.31,22.792,38.234,8.649,6.696,5.929,4.143,3.847,5.909,5.208,3877.245,1971.079,-275.631,70.005,-13.514,17.901,-13.158,-21.477,-35.129,-14.58,-22.95,0.017,-18.927,-16.419,-10.202,-6.988,-16.806,-6.251,-17.319,-10.452,-14.772,-10.419,68.366,43.455,27.929,28.322,18.987,13.042,16.203,15.769,19.954,12.346,9.831,8.135,8.898,10.51,7.532,7.091,10.473,6.873,6.767,8.125,0.199,0.14,0.109,0.16,0.13,0.062,0.137,0.335,0.464,0.388,0.433,0.298,0.317,0.257,0.197,0.259,0.194,0.095,0.185,0.384,0.391,0.299,0.415,0.365
14157_Lullaby.wav,0.042,0.054,1.147,0.3,0.053,0.01,0.053,0.011,123.047,1102.164,252.981,1473.635,316.138,2136.153,315.695,2136.153,315.695,21.989,17.743,21.85,21.408,18.256,19.341,35.468,4.133,3.662,4.187,3.691,2.771,2.215,4.442,2000.201,850.65,-248.621,161.579,-11.205,30.298,-8.261,-2.24,-5.262,6.609,-20.11,-6.561,-2.095,-3.48,-3.574,0.638,-8.982,-1.112,-10.369,-4.266,-3.285,-6.011,27.768,22.851,15.737,14.708,18.95,9.777,10.669,7.347,10.298,5.962,9.955,6.111,5.613,5.68,6.355,6.002,5.203,5.987,6.238,4.907,0.32,0.224,0.256,0.206,0.449,0.367,0.2,0.254,0.215,0.425,0.434,0.272,0.365,0.188,0.274,0.185,0.348,0.311,0.175,0.297,0.193,0.314,0.382,0.235
16193_Christmas_music.wav,0.078,0.13,2.031,3.992,0.097,0.1,0.1,0.083,107.666,1880.01,1118.351,2164.686,457.528,2826.674,356.288,2826.674,356.288,17.27,17.244,19.993,19.412,21.567,26.173,38.216,5.726,6.906,6.771,5.021,6.514,8.452,7.754,3698.067,2043.294,-236.741,95.384,2.451,10.001,3.02,7.716,-9.198,-1.418,-11.3,-0.437,-6.155,0.027,-7.011,-3.44,-8.033,-2.047,-1.566,3.252,-7.759,-0.719,102.869,45.226,23.494,22.82,23.29,14.6,16.148,15.334,13.907,14.24,13.888,11.859,11.602,13.109,13.377,11.944,11.378,10.684,15.125,15.25,0.32,0.383,0.389,0.317,0.287,0.312,0.367,0.381,0.375,0.403,0.301,0.27,0.321,0.328,0.34,0.31,0.279,0.305,0.34,0.365,0.337,0.358,0.3,0.308
12226_Christmas_music.wav,0.087,0.118,1.531,1.331,0.076,0.028,0.11,0.043,99.384,1623.897,480.289,1892.081,330.694,2495.867,266.437,2495.867,266.437,22.953,16.315,19.852,19.986,19.217,20.194,32.34,5.268,4.137,3.619,3.247,2.781,2.493,2.501,3366.415,1113.594,-135.72,128.349,-18.352,22.666,-14.988,7.651,-6.246,-5.378,-5.62,3.933,-9.037,-2.825,-13.833,-9.639,-5.873,-1.597,-13,-0.43,-9.717,-7.336,59.988,23.655,12.037,12.454,13.206,7.653,10.443,7.891,7.901,8.793,8.722,7.258,7.96,8.221,5.795,8.593,7.722,6.139,5.549,5.928,0.314,0.189,0.454,0.498,0.249,0.226,0.296,0.542,0.411,0.292,0.427,0.289,0.348,0.135,0.309,0.339,0.225,0.203,0.224,0.303,0.279,0.22,0.33,0.207
3288_Theme_music.wav,0.06,0.076,1.046,0.092,0.06,0.055,0.073,0.019,123.047,1642.251,919.655,2097.11,582.377,2747.919,505.358,2747.919,505.358,20.797,22.385,25.524,23.566,22.274,23.219,33.312,3.856,4.124,4.733,3.412,3.577,4.103,3.141,3534.404,1831.714,-251.86,101.183,5.34,49.507,14.634,15.024,22.064,1.322,6.451,7.307,-9.947,-0.936,-8.958,0.112,-7.737,-9.59,-8.915,-4.045,-10.914,5.702,61.193,35.568,18.555,15.04,11.685,11.437,9.045,12.991,10.19,9.825,8.383,10.081,11.461,7.123,7.578,9.237,11.335,10.98,10.719,9.485,0.236,0.229,0.152,0.275,0.326,0.185,0.269,0.23,0.417,0.506,0.449,0.427,0.219,0.355,0.192,0.286,0.343,0.188,0.316,0.161,0.327,0.384,0.317,0.303
17240_Dance_music.wav,0.163,0.201,0.514,-0.63,0.079,0.054,0.195,0.047,143.555,2504.82,522.927,2913.992,186.695,3427.155,127.473,3427.155,127.473,21.69,13.797,17.384,16.041,17.779,18.312,31.578,5.384,4.028,3.853,2.891,2.622,2.32,1.992,6308.333,796.902,-63.219,79.087,13.197,18.589,11.479,12.056,4.61,12.039,-6.423,13.18,5.834,-0.074,3.022,1.789,-5.385,1.167,-1.273,0.321,-4.751,5.641,27.543,12.519,15.149,10.475,6.561,8.077,6.034,6.881,5.636,7.177,7.786,6.81,8.468,7.553,5.938,5.319,5.23,5.595,6.275,6.039,0.393,0.429,0.454,0.358,0.505,0.733,0.473,0.461,0.498,0.456,0.499,0.43,0.302,0.284,0.286,0.26,0.213,0.283,0.226,0.297,0.298,0.265,0.283,0.274
18152_Lullaby.wav,0.009,0.018,3.266,12.35,0.149,0.049,0.012,0.013,112.347,1002.679,355.703,1053.984,169.737,1356.007,195.701,1356.007,195.701,23.061,11.531,13.809,19.518,22.753,29.985,29.693,5.118,3.314,3.284,6.477,6.479,3.035,2.572,1912.8,494.667,-489.959,135.002,-48.788,4.306,21.604,-17.315,-2.627,-9.968,-23.451,-2.181,-2.038,-15.739,-9.41,-5.111,-8.041,-3.126,-1.32,-7.555,-9.219,-6.099,55.152,30.663,19.413,17.178,14.353,14.788,13.263,12.681,15.041,9.555,13.88,8.956,11.386,8.401,9.004,5.138,7.177,7.019,6.477,7.65,0.147,0.094,0.108,0.142,0.394,0.177,0.345,0.451,0.211,0.163,0.208,0.37,0.177,0.14,0.181,0.175,0.456,0.193,0.369,0.411,0.268,0.24,0.237,0.407
20061_Theme_music.wav,0.069,0.096,1.909,2.57,0.175,0.053,0.089,0.036,129.199,3138.362,563.763,2807.543,295.614,3225.187,262.453,3225.187,262.453,16.319,13.082,15.204,17.555,17.416,16.1,33.314,3.941,3.737,4.107,3.324,2.888,2.275,2.607,6617.074,1046.856,-86.391,61.405,-13.006,1.364,-5.726,16.273,6.152,7.821,-5.785,1.971,-1.897,9.428,-2.956,-3.011,-9.233,2.804,-0.726,4.844,-2.515,2.351,60.427,17.788,16.738,15.201,12.282,13.003,10.241,10.281,7.302,6.621,7.69,7.405,6.799,7.053,6.674,6.124,6.516,7.316,6.306,7.151,0.354,0.494,0.651,0.539,0.591,0.42,0.406,0.275,0.284,0.42,0.31,0.295,0.253,0.269,0.319,0.266,0.316,0.263,0.275,0.212,0.204,0.277,0.224,0.235
15256_Theme_music.wav,0.141,0.208,1.753,2.379,0.15,0.115,0.182,0.1,129.199,2880.007,1130.745,2612.708,478.518,3097.278,387.284,3097.278,387.284,15.759,16.462,16.651,16.8,17.547,17.384,54.833,5.079,5.352,4.497,4.222,4.526,3.833,6.454,5888.808,1901.248,-68.391,67.423,-14.241,4.797,-10.018,5.193,-4.891,3.274,-4.663,6.445,-5.731,5.019,-4.448,5.163,-3.214,6.212,-1.999,6.263,-4.025,1.622,85.441,41.992,28.149,20.437,15.907,15.883,15.065,14.552,13.044,7.991,9.627,8.792,7.341,8.225,7.005,9.575,8.374,8.501,6.623,6.049,0.342,0.316,0.5,0.368,0.302,0.322,0.376,0.732,0.544,0.435,0.419,0.393,0.307,0.255,0.324,0.27,0.277,0.239,0.222,0.344,0.261,0.274,0.295,0.281
1780_Dance_music.wav,0.186,0.236,0.762,-0.26,0.029,0.027,0.218,0.09,123.047,1807.557,1498.631,2171.004,843.15,2809.416,629.319,2809.416,629.319,24.796,10.979,14.345,13.789,13.527,15.86,31.49,4.789,4.123,4.804,3.479,3.273,3.437,3.83,3649.928,3161.839,-216.529,74.623,27.98,47.445,26.431,35.754,22.104,22.719,4.613,4.772,3.066,5.418,2.287,7.745,-0.251,11.607,2.992,8.458,3.531,4.086,112.092,49.648,29.624,18.772,16.048,17.486,15.904,10.4,10.863,7.008,10.728,8.005,10.81,7.725,7.108,6.905,5.057,6.856,8.516,6.283,0.398,0.393,0.46,0.485,0.571,0.61,0.672,0.804,0.93,0.91,0.731,0.548,0.223,0.228,0.27,0.187,0.152,0.138,0.129,0.127,0.136,0.15,0.136,0.207
26362_Background_music.wav,0.069,0.089,1.293,0.638,0.081,0.021,0.085,0.026,151.999,1903.389,387.123,2194.163,339.655,2786.519,287.599,2786.519,287.599,16.495,17.266,21.777,21.084,21.143,22.484,33.873,5.508,4.583,3.835,4.974,5.029,7.581,4.62,4075.295,1027.851,-158.745,104.785,-11.656,21.348,-9.343,1.719,-11.121,-4.257,-9.784,-0.567,-5.844,0.421,-2.511,3.287,1.79,7.439,-3.907,4.35,1.468,7.48,61.981,16.717,19.389,19.56,17.216,17.733,12.005,8.289,6.28,7.582,8.564,8.325,8.349,7.341,7.591,5.431,8.456,8.61,8.177,9.69,0.416,0.284,0.093,0.113,0.207,0.622,0.209,0.232,0.434,0.213,0.276,0.165,0.334,0.298,0.08,0.146,0.135,0.343,0.134,0.221,0.397,0.148,0.331,0.129
27779_Lullaby.wav,0.005,0.008,2.455,5.279,0.091,0.036,0.007,0.005,117.454,1210.397,377.283,1527.552,205.724,2010.75,164.028,2010.75,164.028,19.358,16.811,20.615,20.51,21.907,18.814,43.892,3.677,4.607,4.196,4.448,3.944,1.966,4.639,2433.65,765.006,-438.627,141.546,-55,23.015,-31.726,15.075,-25.719,0.464,-10.084,-7.324,0.364,-11.738,0.497,-11.993,3.281,-3.676,-0.138,-2.189,0.717,-5.677,51.979,18.459,12.014,12.394,14.901,10.835,15.364,8.528,9.721,8.029,9.656,6.979,7.748,9.859,6.387,7.323,6.613,5.443,7.002,6.789,0.364,0.207,0.372,0.244,0.401,0.32,0.256,0.367,0.223,0.327,0.17,0.282,0.345,0.147,0.387,0.188,0.343,0.309,0.26,0.359,0.179,0.325,0.142,0.272
6863_Theme_music.wav,0.079,0.113,1.614,2.005,0.057,0.006,0.098,0.057,143.555,781.442,188.512,794.914,131.545,1193.669,200.128,1193.669,200.128,23.357,15.346,21.289,21.017,24.261,33.66,36.256,6.159,3.268,3.528,2.873,2.757,6.084,3.905,1334.129,373.641,-267.577,195.12,-36.277,6.209,-7.346,-28.172,-13.015,-17.784,-11.451,-2.808,-10.379,-4.993,3.005,2.301,-3.445,-14.052,-16.129,-9.336,-6.758,-6.659,100.523,48.717,23.617,10.986,10.77,7.605,7.769,6.769,6.395,5.907,7.369,8.942,7.345,4.679,8.186,8.076,6.39,4.209,5.506,5.789,0.449,0.394,0.174,0.37,0.176,0.496,0.109,0.065,0.113,0.176,0.59,0.228,0.359,0.322,0.101,0.411,0.133,0.32,0.065,0.086,0.13,0.109,0.357,0.132
2907_Background_music.wav,0.069,0.104,2.649,5.322,0.131,0.074,0.088,0.054,129.199,2663.571,877.531,2624.5,348.512,3122.386,250.508,3122.386,250.508,16.593,14.226,16.002,15.676,15.565,15.968,31.947,4.422,3.865,3.758,2.893,2.267,2.165,3.012,5550.743,1439.555,-111.427,81.257,1.184,19.783,-8.174,8.603,-3.824,5.459,1.585,2.371,3.993,3.752,3.656,0.366,-1.433,-0.583,-5.32,-2.471,-4.793,0.212,49.12,28.681,18.122,12.39,10.868,8.436,7.007,6.836,6.836,7.953,6.378,6.703,5.654,5.467,5.159,5.354,4.537,5.231,5.318,5.123,0.444,0.507,0.481,0.555,0.443,0.387,0.405,0.353,0.381,0.338,0.495,0.7,0.216,0.309,0.253,0.283,0.219,0.213,0.228,0.216,0.255,0.23,0.238,0.329
22517_Dance_music.wav,0.084,0.107,1.119,0.26,0.155,0.076,0.105,0.019,135.999,2707.49,698.18,2542.462,298.095,2969.863,215.632,2969.863,215.632,13.97,14.117,16.125,16.511,17.284,18.967,35.76,3.659,3.783,3.758,3.368,3.165,2.631,2.514,5501.883,1151.642,-95.006,76.243,10.111,42.789,-15.697,7.33,-6.985,4.966,-10.65,-6.512,-14.902,-1.567,-11.842,4.352,-2.859,-1.85,-9.268,0.052,-8.068,4.842,33.061,29.099,11.855,13.093,5.85,9.189,7.762,6.995,6.261,5.411,5.406,6.095,6.316,5.714,6.241,5.709,8.504,6.647,5.052,5.834,0.5,0.337,0.206,0.171,0.367,0.308,0.36,0.326,0.339,0.76,0.585,0.416,0.334,0.206,0.171,0.124,0.302,0.208,0.262,0.248,0.179,0.305,0.242,0.248
9991_Theme_music.wav,0.095,0.128,1.372,0.969,0.017,0.013,0.111,0.062,92.285,482.422,413.764,919.012,608.135,1615.205,666.905,1615.205,666.905,25.212,19.336,21.516,23.615,22.866,17.809,31.405,4.014,4.4,5.352,6.319,7.125,5.469,2.256,830.744,1105.916,-372.289,157.235,65.948,25.794,12.452,10.499,5.614,8.32,10.289,7.96,0.948,4.609,6.982,4.856,2.531,1.623,0.61,-1.24,-0.509,4.282,72.949,47.996,29.693,30.075,17.834,11.455,12.429,10.221,8.716,8.652,10.416,6.49,7.423,7.041,5.755,5.183,5.425,5.896,10.82,6.608,0.599,0.431,0.375,0.387,0.42,0.463,0.318,0.299,0.255,0.308,0.285,0.472,0.425,0.326,0.232,0.183,0.291,0.422,0.29,0.23,0.201,0.275,0.205,0.374
16929_Jingle.wav,0.045,0.076,3.103,9.807,0.099,0.088,0.062,0.044,112.347,1826.594,1136.762,1863.789,463.043,2453.339,382.696,2453.339,382.696,17.729,13.764,17.36,16.617,16.369,17.648,35.36,5.883,4.634,4.137,3.781,2.609,2.949,3.34,3386.506,1828.857,-226.047,119.675,-10.658,36.173,-2.97,5.865,-5.33,6.032,-12.468,-1.207,0.83,-1.314,0.531,0.186,0.169,2.522,-5.522,3.16,-2.449,1.128,66.396,57.532,20.185,17.763,20.425,16.178,10.763,9.407,12.584,10.389,9.378,9.999,6.586,6.65,7.566,6.132,6.138,6.713,5.588,6.3,0.472,0.447,0.501,0.455,0.46,0.344,0.333,0.361,0.361,0.389,0.37,0.422,0.331,0.29,0.336,0.293,0.333,0.267,0.245,0.264,0.266,0.278,0.271,0.283
12832_Jingle.wav,0.098,0.131,1.476,1.167,0.126,0.057,0.124,0.042,129.199,2607.299,680.663,2635.312,437.989,3138.59,367.099,3138.59,367.099,19.931,15.264,19.631,19.643,19.214,18.476,31.822,3.916,4.26,4.561,3.933,3.493,3.568,2.597,5626.272,1467.44,-90.776,76.073,-0.06,27.971,6.099,12.788,-1.481,-2.14,-6.165,1.194,-7.904,-2.255,-4.398,2.221,-8.596,0.108,-9.832,-1.777,-10.269,-5.44,60.385,25.351,26.8,15.415,11.781,11.218,8.898,7.871,7.827,7.181,10.644,7.001,7.991,6.301,6.626,6.128,6.097,5.985,8.002,8.452,0.34,0.365,0.529,0.478,0.342,0.403,0.302,0.333,0.414,0.445,0.497,0.322,0.277,0.257,0.303,0.333,0.23,0.272,0.218,0.242,0.322,0.26,0.341,0.233
12495_Soundtrack_music.wav,0.383,0.464,0.531,-0.652,0.163,0.07,0.46,0.072,99.384,3189.883,629.349,2667.925,155.529,3058.002,108.717,3058.002,108.717,16.302,15.945,20.689,20.249,20.037,17.153,34.139,3.902,4.426,4.473,4.166,3.784,2.677,1.964,6349.659,839.514,72.64,50.495,-9.165,26.879,-13.296,6.042,-9.707,0.491,-13.482,-1.413,-8.657,5.271,0.372,1.592,-3.993,11.475,2.885,7.409,4.335,9.321,36.001,21.258,11.455,10.425,9.245,9.002,8.915,8.245,8.641,7.775,6.369,7.223,7.262,6.245,5.845,5.575,5.812,5.403,6.358,7.511,0.284,0.272,0.368,0.249,0.498,0.365,0.177,0.208,0.328,0.823,0.271,0.205,0.25,0.208,0.35,0.151,0.286,0.297,0.129,0.173,0.162,0.241,0.131,0.159
11903_Christmas_music.wav,0.075,0.1,1.55,1.309,0.083,0.029,0.094,0.034,129.199,1830.988,531.062,2217.924,444.059,2878.605,367.084,2878.605,367.084,18.334,15.095,18.437,20.202,20.003,22.948,35.934,4.527,3.303,3.672,3.56,3.622,5.072,6.561,3855.515,1429.598,-129.542,118.342,-0.202,18.411,-3.163,-2.779,0.317,-0.588,-1.615,11.099,-8.012,1.188,-7.673,-0.355,-1.201,3.637,-1.351,7.366,-5.149,3.496,45.703,22.7,18.63,16.911,13.541,11.617,10.468,7.511,7.705,12.078,8.82,6.782,6.8,5.267,5.621,6.202,5.662,5.145,5.338,5.853,0.692,0.355,0.309,0.203,0.337,0.556,0.288,0.352,0.307,0.543,0.379,0.36,0.317,0.188,0.324,0.18,0.23,0.301,0.176,0.258,0.166,0.27,0.269,0.194
20194_Soundtrack_music.wav,0.055,0.07,1.163,0.309,0.066,0.024,0.068,0.016,103.359,970.986,394.181,1354.213,426.332,2083.126,411.529,2083.126,411.529,24.08,21.696,27.646,30.272,22.77,19.85,36.171,6.25,4.235,4.346,5.111,5.058,3.531,5.046,1580.975,1047.659,-321.813,153.004,13.061,22.86,-6.547,5.722,-2.503,-0.813,-21.335,-18.936,-11.721,-0.251,-5.446,-10.331,-12.555,-11.534,-13.28,-7.269,-2.323,5.066,66.167,25.736,16.203,12.006,10.596,8.605,9.085,10.074,10.566,13.632,14.469,11.51,15.886,14.02,11.344,11.066,9.007,8.384,11.518,12.146,0.517,0.141,0.146,0.095,0.303,0.156,0.108,0.374,0.113,0.029,0.043,0.227,0.417,0.113,0.315,0.095,0.377,0.249,0.097,0.4,0.111,0.061,0.071,0.235
16563_Video_game_music.wav,0.183,0.23,1.04,0.083,0.058,0.027,0.227,0.039,117.454,1540.895,543.714,2049.195,460.714,2685.824,394.301,2685.824,394.301,18.554,14.257,17.199,18.058,17.888,17.47,32.73,4.729,3.229,3.576,3.386,2.577,2.294,2.644,3441.574,1441.76,-57.426,130.629,0.028,33.755,3.267,15.288,3.391,8.881,0.833,7.811,-3.299,3.732,-2.06,3.88,2.567,4.883,-1.268,1.476,-5.46,1.949,41.511,28.875,14.28,7.521,5.935,4.493,4.917,5.172,6.043,4.412,5.048,5.845,3.798,4.054,5.155,4.204,3.985,4.826,4.318,4.527,0.5,0.322,0.331,0.338,0.292,0.274,0.295,0.634,0.507,0.375,0.545,0.401,0.343,0.198,0.238,0.224,0.171,0.158,0.14,0.313,0.273,0.207,0.355,0.174
19786_Soundtrack_music.wav,0.094,0.126,1.747,1.841,0.115,0.027,0.119,0.042,99.384,1978.802,200.688,1771.578,78.202,2351.432,104.035,2351.432,104.035,11.976,14.58,18.986,19.142,20.584,21.639,37.207,3.112,4.39,3.929,3.525,2.97,2.354,2.956,3294.854,283.071,-120.04,93.326,-71.801,-1.93,-30.902,-33.299,-36.839,-3.322,-10.788,2.21,1.843,14.191,8.472,5.59,-6.476,3.682,1.794,-5.166,5.535,3.063,31.849,12.241,11.975,11.915,10.17,6.836,9.02,7.806,8.547,7.819,7.145,8.244,6.49,6.452,6.813,6.878,6.025,6.36,6.197,6.213,0.369,0.463,0.289,0.373,0.4,0.543,0.312,0.202,0.351,0.184,0.193,0.256,0.295,0.32,0.223,0.282,0.302,0.352,0.277,0.182,0.317,0.194,0.211,0.284
16663_Christmas_music.wav,0.086,0.113,1.399,0.897,0.076,0.023,0.108,0.033,117.454,1731.249,388.096,2066.11,330.023,2729.423,286.796,2729.423,286.796,23.861,18.696,24.381,22.21,19.687,20.966,31.272,5.151,4.305,4.315,3.717,2.917,3.91,1.909,3571.147,952.908,-153.049,109.677,-14.601,23.826,-0.431,10.394,15.209,-0.17,-3.179,11.288,-5.752,4.718,-11.05,-1.278,-5.446,4.619,5.965,10.885,0.579,3.097,43.023,22.001,17.785,16.409,17.16,14.587,14.274,7.031,11.222,8.511,7.463,7.617,9.267,7.595,7.717,10.569,13.243,12.029,13.249,14.499,0.212,0.425,0.394,0.231,0.273,0.213,0.297,0.232,0.33,0.423,0.19,0.138,0.23,0.354,0.36,0.214,0.318,0.221,0.339,0.266,0.305,0.374,0.17,0.162
13382_Background_music.wav,0.089,0.112,1.04,0.085,0.085,0.01,0.11,0.019,129.199,1478.018,118.847,1599.484,95.088,2206.059,97.165,2206.059,97.165,19.637,18.199,20.427,23.828,21.608,26.562,36.565,4.276,3.523,3.319,2.833,2.044,3.188,4.612,2765.521,254.669,-137.637,139.892,-38.771,21.546,-11.697,-4.333,-10.286,-2.531,-8.763,-3.08,-17.616,-7.991,-5.687,-0.351,-7.597,-4.381,-8.276,-2.551,-10.801,2.34,16.533,9.664,5.94,6.467,6.889,5.606,5.391,5.159,4.784,6.036,5.593,5.109,5.217,5.239,5.168,6.255,7.507,6.534,5.674,6.163,0.173,0.193,0.092,0.277,0.148,0.141,0.373,0.149,0.263,0.112,0.364,0.692,0.058,0.286,0.071,0.312,0.19,0.13,0.35,0.085,0.321,0.087,0.266,0.347
